Student_ID,CGPA,Interests,Skills,Courses_Completed,Projects_Count,Role
f1a3aa20-b6aa-49b5-8543-982b3c8d4b95,8.96,DevOps,"Kubernetes,AWS,SQL",13,3,Cloud Engineer
028e55ad-06a7-41ec-8cb5-6a884bb9771d,7.5,Artificial Intelligence,"TensorFlow,Python,Mathematics,Scikit-learn,NumPy,Kubernetes",7,5,AI/ML Engineer
2bbcc275-b589-4edb-85cf-0829aaf13995,7.76,Artificial Intelligence,"Scikit-learn,TensorFlow,Python,Mathematics,PyTorch,Docker",11,2,AI/ML Engineer
d8154368-eca0-46d7-a479-24b45b887b7d,6.99,Machine Learning,"Excel,Tableau,TensorFlow,C++",10,1,Data Analyst
cb39a693-2daf-4cd1-8b04-1c982eeb856f,7.69,Machine Learning,"Scikit-learn,Mathematics,Azure,Git",16,3,AI/ML Engineer
9354b909-9d86-4219-93d5-3e3d345d6b54,7.24,App Development,"SQL,Java,Data Structures,C++,NoSQL",13,1,Software Engineer
d55c1a36-a4ed-4f62-8e08-723592ff51ce,6.9,Web Development,"HTML/CSS,Node.js,JavaScript,Git,Python,PyTorch",12,5,Web Developer
6e39e412-d47f-4307-8dc5-2e8a85dd34f6,6.7,Artificial Intelligence,"Mathematics,PyTorch,TensorFlow,Angular,Python",13,5,AI/ML Engineer
366a4c9b-90f9-440c-8153-688a07704796,8.53,Machine Learning,"Pandas,Tableau,PowerBI,SQL,Angular,C++",6,2,Data Analyst
7122ff6d-e3b5-4da2-9085-3ff09bf907dc,8.72,Artificial Intelligence,"Python,Mathematics,Git,Pandas",11,5,AI/ML Engineer
d7cf3070-5996-4bf6-8dc8-1a2a70881171,7.78,Web Development,"Node.js,Git,JavaScript,Angular,React,TensorFlow",8,2,Web Developer
ef9cd9da-2ae8-409c-ae94-eb057953662e,7.04,DevOps,"Azure,AWS,Docker,Linux,JavaScript,PowerBI",13,2,Cloud Engineer
83e86f33-cbdf-4126-941e-a6a89e1ed0bc,6.69,Machine Learning,"PyTorch,TensorFlow,AWS",19,2,AI/ML Engineer
9cda42f0-9f0b-49bb-b4c9-0df03cf38944,8.15,Machine Learning,"SQL,Pandas,Python,Kubernetes",17,4,Data Analyst
9295d1ba-1afd-4943-8de2-fa0cee2a4f36,7.92,Database Management,"SQL,PowerBI,Excel,Scikit-learn,Git",12,4,Data Analyst
966c11dd-f845-441e-95b4-c2b76193bc88,7.26,Data Science,"SQL,Scikit-learn,TensorFlow,Docker,C++",20,5,Data Scientist
45799812-6242-4352-94ce-244dbe98bf32,8.13,DevOps,"Python,Java,Git,SQL,TensorFlow,Kubernetes,React",7,5,Software Engineer
5fe40a84-8d78-4700-aea0-561f15116ae6,5.89,DevOps,"Docker,Linux,Python,Scikit-learn,Tableau",17,5,Cloud Engineer
6c1ca912-4787-43cd-b9c4-d59925ff97c0,6.61,Web Development,"JavaScript,Node.js,HTML/CSS,Angular,Git,Kubernetes",10,1,Web Developer
2948c402-a2c6-4218-9b87-1b5653c5a472,6.53,Database Management,"Git,Java,SQL,C++,PyTorch,Python",16,4,Software Engineer
f0542b12-64de-4798-a46c-fd8deb390a0b,10.0,Data Science,"NumPy,SQL,Pandas,Kubernetes,Git",5,3,Data Scientist
6b41fc9b-7a6d-44f8-a0a2-8da3cf3bee12,8.97,Data Science,"SQL,TensorFlow,Azure,Angular",16,4,Data Scientist
7cc621f7-0a6b-4b25-a455-15185cff9a35,8.69,Database Management,"Pandas,Python,SQL,Scikit-learn,PowerBI,HTML/CSS",17,3,Data Scientist
cab89e72-6d5b-4dda-a9da-8d0b9db1732a,5.45,Cybersecurity,"Java,C++,Git,PowerBI,Scikit-learn",19,1,Software Engineer
8cd5de8d-6452-4c5a-a928-9169bc852bcc,8.59,Web Development,"Node.js,Git,SQL,C++",13,3,Web Developer
bd3e3c18-7cc5-479b-b442-e2c8e3c3729a,8.11,DevOps,"Kubernetes,Python,Azure,PowerBI,AWS",18,3,Cloud Engineer
7eb7828a-c638-4761-b1cc-f0306388dadb,8.31,Cloud Computing,"Data Structures,SQL,Java,Python,Git,TensorFlow,Azure",10,3,Software Engineer
1f663c49-137c-4b89-b183-91ae6d8f3ff2,8.66,Cloud Computing,"Linux,Docker,Kubernetes",8,4,Cloud Engineer
2ec7de3a-b04e-4bfc-abfd-f2bf51aded4b,6.88,DevOps,"AWS,Linux,Docker,Angular",9,5,Cloud Engineer
407e005b-1600-4b65-90ae-78a4b554fe3b,6.09,Machine Learning,"Pandas,Tableau,Python",12,2,Data Scientist
d8952792-f7a0-4cb6-bc17-54906ac31bf4,7.4,Database Management,"Java,SQL,Git,JavaScript,Docker",7,4,Software Engineer
c9af9c2c-c8c8-42f3-a9f9-3f678817bcf0,7.02,Machine Learning,"Pandas,Tableau,Git,AWS",11,2,Data Analyst
afd43e9a-5e62-42c6-af04-d39677447fdb,5.84,Data Science,"Pandas,Scikit-learn,Azure",12,5,Data Scientist
6f543e67-c088-4d20-adfb-2be5ba5df3ed,9.95,Cloud Computing,"Kubernetes,Docker,AWS,Python,Pandas,C++,NumPy",5,4,Cloud Engineer
31ccfa7e-4394-4c15-baa8-66ae094986a3,8.14,Web Development,"React,Git,Azure,Kubernetes",7,1,Web Developer
d5890b81-eec9-4c90-8454-242e9414dd0e,6.01,game Development,"Git,Data Structures,Java,C++,PyTorch,Docker",19,1,Software Engineer
1cff1ae9-5ff1-454f-a2ce-c1848a049cc6,7.35,Database Management,"Pandas,TensorFlow,Python,Scikit-learn,NoSQL,Tableau",16,1,Data Scientist
0022892e-b6e4-4cb4-848b-6f94af01c796,6.53,Machine Learning,"TensorFlow,Mathematics,Scikit-learn,PowerBI,PyTorch",6,3,AI/ML Engineer
a86a84f6-5254-43b1-8c21-f6e13fccef45,6.27,Database Management,"Pandas,SQL,Tableau,TensorFlow,Python",10,4,Data Analyst
89595820-2f3d-499b-a725-80461a548838,7.98,Web Development,"Git,Angular,Docker",13,4,Web Developer
34207272-8591-4590-8752-7fe4115a436c,6.48,Database Management,"Excel,Tableau,Python,Pandas,NoSQL,Java",6,3,Data Analyst
4ae13eaa-6299-44f7-bfef-d1d711339055,6.42,Cloud Computing,"Kubernetes,AWS,Linux,Python,PowerBI,Scikit-learn",20,5,Cloud Engineer
c9b0cb3e-c2c6-49df-931f-64718df3d8d7,5.68,Data Science,"Excel,Python,Pandas,PowerBI,Git,Java,Kubernetes",8,4,Data Analyst
744dcaf5-b13a-4b4d-aff4-0115fb4d1073,7.33,Database Management,"Python,PowerBI,Excel,Tableau,HTML/CSS,Java,Pandas",13,4,Data Analyst
a6ec5411-32c8-42a1-b417-00710590efdc,6.84,Web Development,"HTML/CSS,Node.js,Git,JavaScript,AWS,Scikit-learn",15,1,Web Developer
9580b9b3-7c4c-4ee0-9337-40b560838027,7.58,Artificial Intelligence,"Python,Mathematics,TensorFlow,C++,NoSQL",19,5,AI/ML Engineer
e1874459-55b0-40f1-bdf6-6d4148f6e08d,8.38,Machine Learning,"Tableau,TensorFlow,Python,SQL,Docker,Angular",7,3,Data Scientist
79673fa7-539e-4220-bb9d-48e816bd9abc,7.61,Database Management,"Python,Pandas,SQL,Angular,PowerBI",6,2,Data Analyst
4227e48b-737f-4355-9953-4a28e4591146,7.56,Machine Learning,"Excel,Tableau,Python,SQL,Scikit-learn,JavaScript,HTML/CSS",20,2,Data Analyst
d1e5c579-65b6-4ec9-975f-43a46155d919,6.92,game Development,"Python,Java,Scikit-learn,SQL",12,5,Software Engineer
a31e39bf-d5cd-4886-9ac0-7d3e9ba20d78,6.98,Machine Learning,"Tableau,SQL,Excel,PowerBI,Pandas,PyTorch",15,2,Data Analyst
c1bd360a-a07e-4336-bac6-ff284f1977b3,6.03,DevOps,"Azure,Python,Linux,TensorFlow,AWS",18,2,Cloud Engineer
c8c35bc4-6a2e-47eb-a804-98e2a8a71b52,6.44,Web Development,"Node.js,JavaScript,HTML/CSS,NoSQL,Azure",5,3,Web Developer
27cf9d95-c573-4cb2-b4a7-ad853874c18f,7.76,Machine Learning,"Pandas,Scikit-learn,SQL,NumPy,PowerBI,Kubernetes",18,4,Data Scientist
b7e8d30b-23da-47c5-a54c-c4d8435794d5,6.84,Data Science,"Pandas,SQL,Python,Excel,PowerBI,PyTorch,JavaScript",6,3,Data Analyst
12981ce1-a43e-42fd-9c96-63d90184b587,7.93,Artificial Intelligence,"Python,Scikit-learn,Docker",18,3,AI/ML Engineer
0a34ff1c-5266-4bb7-af12-40051349ee16,4.32,Artificial Intelligence,"SQL,C++,Python,Java,React",17,3,Software Engineer
382d70ae-64a9-4ad3-aacb-f22ff934c0c3,6.89,Data Science,"NumPy,Python,Tableau,Docker",10,3,Data Scientist
629d1191-9a9f-4804-a15e-b6cc5b0dbf68,6.18,DevOps,"Kubernetes,Docker,Pandas,Scikit-learn",14,2,Cloud Engineer
49d4b390-80c6-43f0-9009-0f605528a33d,6.72,Machine Learning,"Pandas,Tableau,Python,NumPy,Docker",12,2,Data Analyst
a4ee611c-ee7a-4f4c-b7b3-c4208b046ec7,5.49,DevOps,"Data Structures,Python,Kubernetes",6,4,Software Engineer
c8c70b7d-d0f1-4c48-96b2-c5cfc0e88d2b,6.03,Machine Learning,"TensorFlow,Mathematics,Python,JavaScript,PyTorch",9,5,AI/ML Engineer
c9c456a5-bd32-43c5-bfdc-0a494d632b65,6.56,Web Development,"JavaScript,Node.js,React,Angular,Tableau,Java,NumPy",9,2,Web Developer
5aeb466e-13e5-46a6-9f2e-172b1f690cd0,7.44,Artificial Intelligence,"Python,PyTorch,Scikit-learn,TensorFlow,Pandas,Git",8,4,AI/ML Engineer
a098eafe-0f8e-45d6-ac3f-7541a8ec5a12,8.19,Database Management,"Tableau,PowerBI,Pandas,Excel,React,Angular,C++",14,5,Data Analyst
0bae9b5b-c880-4399-8baa-6facb8549f65,8.58,App Development,"C++,Python,Java,Git,Tableau,PyTorch,Pandas",6,1,Software Engineer
ed609d9b-f033-4ba2-ab1b-1f488b5303a7,8.82,Web Development,"JavaScript,React,HTML/CSS,Angular,AWS,Docker",17,3,Web Developer
85ae26d6-89ce-4b15-bef2-678f125a402b,8.38,App Development,"Data Structures,SQL,Python,Git,TensorFlow,Angular,Pandas",6,2,Software Engineer
7db71194-0f03-4b03-ade7-7e55c147c327,8.13,Database Management,"PowerBI,SQL,NumPy,Angular",16,1,Data Analyst
e7fec6b9-7f03-4cfb-8be5-7e89f9f61012,7.52,Machine Learning,"Tableau,Excel,Pandas,Python,TensorFlow,SQL,Angular",11,2,Data Analyst
3ea45ffc-abde-4afc-8596-59d3ebc0a603,5.78,Data Science,"SQL,Python,Excel,Pandas,HTML/CSS,Docker,Java",19,4,Data Analyst
af75db4e-61d4-43a7-88fd-db1f45fd296c,6.32,Artificial Intelligence,"PyTorch,Mathematics,Scikit-learn,Python,NoSQL,C++,React",14,3,AI/ML Engineer
9c6af44b-fb9f-495b-91f8-34de892450a8,5.08,Database Management,"NumPy,Scikit-learn,JavaScript",12,5,Data Scientist
9e852ca1-3403-4018-89d7-84d01f1e99ee,7.67,Machine Learning,"NumPy,Scikit-learn,Python,TensorFlow,Docker,Azure,JavaScript",7,1,Data Scientist
6437c856-c6d7-491b-a0e0-2188b9a08697,7.49,Web Development,"Node.js,JavaScript,Docker",16,1,Web Developer
09999139-6d28-44fd-8c20-1eec70d4868b,8.82,Artificial Intelligence,"TensorFlow,Scikit-learn,PowerBI,Angular",15,5,AI/ML Engineer
f14532e1-5404-409d-8f7e-22101d0add54,7.32,Web Development,"Git,Angular,React",13,3,Web Developer
723caebd-39f8-42f5-b913-1d17699093c5,9.13,Database Management,"Git,C++,Python,Angular,NoSQL",13,3,Software Engineer
7a692d09-efb1-4321-b9c5-b09df2c40b34,5.47,Cloud Computing,"Linux,Docker,Kubernetes,Python,NumPy,NoSQL",17,5,Cloud Engineer
0d442892-e752-4e9e-bf79-51bff79c735e,9.85,Machine Learning,"Pandas,TensorFlow,SQL,Tableau,PyTorch,AWS",13,3,Data Scientist
5c72c5ea-dad5-49b9-acfa-2252b4e7060a,7.16,Artificial Intelligence,"PyTorch,Mathematics,Python,Scikit-learn,PowerBI,Git,NumPy",18,3,AI/ML Engineer
124081e2-ee2c-4680-8f34-ae8e776f97a4,6.41,Database Management,"Tableau,Pandas,Python,JavaScript,Docker",14,3,Data Analyst
4f1fb01c-7ee3-49cf-ad73-062ca5a3b8af,10.0,App Development,"C++,SQL,Data Structures,Python,NumPy,PowerBI,JavaScript",18,4,Software Engineer
60d91c20-d8ec-4d09-9cda-8fa53e36fb92,6.36,Machine Learning,"Mathematics,Scikit-learn,Python,TensorFlow,Angular,NumPy",5,2,AI/ML Engineer
e306cdca-f97e-4f5c-a8c5-336e1bed7b91,9.37,Web Development,"Node.js,JavaScript,HTML/CSS,Java,React",8,4,Web Developer
d48ebad0-c806-4a2f-a25d-a46e1245a372,7.91,Data Science,"Pandas,Excel,PowerBI,HTML/CSS,Java",12,2,Data Analyst
0ced579c-17bf-4b6f-a5c2-76b37ab8d123,6.32,Cloud Computing,"Azure,Kubernetes,Java,C++",14,5,Cloud Engineer
d159882c-3fd1-4715-a1b6-f7d2e5eb55b8,8.36,Machine Learning,"NumPy,Scikit-learn,Pandas,Tableau,TensorFlow,Python",12,4,Data Scientist
defbbfbc-fd2f-46cb-bc9f-6191b0ac30df,9.03,Database Management,"SQL,TensorFlow,Python",13,5,Data Scientist
ddc27c53-8b4a-4ab5-9c1d-4363296ffe3e,8.86,Artificial Intelligence,"TensorFlow,Python,Scikit-learn,HTML/CSS,NumPy",8,2,AI/ML Engineer
fd3c85bf-921f-488e-b88a-50f07536198d,7.97,Data Science,"Data Structures,C++,Python,HTML/CSS,NumPy",15,4,Software Engineer
bbf9333f-5973-460a-9dda-b3fa6e698f05,8.73,Web Development,"JavaScript,HTML/CSS,Angular",14,5,Web Developer
c3c7d04e-0a3c-4347-8b22-7d260b0c94f0,10.0,Cloud Computing,"Python,Docker,Linux,AWS,Git,Tableau",15,1,Cloud Engineer
84d0633b-2657-400f-8d6b-bbbe8d743eaf,6.7,Database Management,"Data Structures,Git,Tableau,Scikit-learn",16,5,Software Engineer
42d71aa0-b81e-4c9d-a31d-0b4ecf25e453,7.21,Cybersecurity,"C++,Git,SQL,Python,PyTorch,AWS",18,3,Software Engineer
cc94eddc-ec9e-4c6d-9552-40c236e736ef,8.9,Data Science,"SQL,PowerBI,Excel,Python,C++,Java,Docker",13,3,Data Analyst
e183c65d-ce69-4c06-bf91-a5989483d0f5,8.39,Cloud Computing,"Docker,Python,NoSQL",18,3,Cloud Engineer
a9edd618-2f24-46c1-90d0-ea2c822eb6d1,7.47,Artificial Intelligence,"Mathematics,Python,Tableau",5,2,AI/ML Engineer
a3098f25-0c88-448f-95fb-2c550b61cb76,7.96,Machine Learning,"PyTorch,Scikit-learn,SQL",5,2,AI/ML Engineer
72d61e5a-13e5-4552-800e-24ae5ae55b5a,8.16,Data Science,"SQL,NumPy,PowerBI,Git",16,1,Data Scientist
d61be012-6e87-4622-9d46-422593f60581,9.07,Data Science,"Pandas,Excel,Kubernetes",7,1,Data Analyst
682ca6c8-d0c9-41c4-8eae-b2b5635f760c,8.79,Machine Learning,"Scikit-learn,TensorFlow,PyTorch,Mathematics,C++,AWS,Git",11,2,AI/ML Engineer
2669175b-9d2c-4de0-be65-ae8a2bc3d7c2,6.91,Web Development,"Git,Node.js,JavaScript,React,Python,Azure,Angular",10,1,Web Developer
f6ea62d6-5292-4884-9bac-556b100c0a9d,7.2,Web Development,"React,Node.js,Angular,JavaScript,PyTorch,C++",7,1,Web Developer
28c2e307-66a6-4931-ad81-500dfe00002d,6.55,Database Management,"Scikit-learn,Python,Pandas,SQL,Git",7,4,Data Scientist
c8ab9743-38c9-413e-9b2e-2bbbb8d04d42,6.53,Web Development,"HTML/CSS,React,Java",11,5,Web Developer
8467502d-6ff2-43ae-a694-b8bb537d1759,8.43,Machine Learning,"Tableau,Pandas,Python,SQL,NoSQL,Java",20,4,Data Analyst
f95b08fe-1815-422d-ad98-a1f53f52ba29,8.28,Web Development,"JavaScript,React,Python,SQL",12,1,Web Developer
65bcdc81-ebcd-40ca-933d-57033567321b,6.2,Database Management,"NumPy,Scikit-learn,Python,C++",10,5,Data Scientist
4a65c58a-8448-4567-ad5f-48888cc1f917,6.54,Artificial Intelligence,"TensorFlow,PyTorch,Mathematics,Python,PowerBI,Git",20,5,AI/ML Engineer
962f7566-5f2a-4ecf-b2ff-ec636fdf3128,5.9,Web Development,"Java,Python,SQL,TensorFlow,Git",19,1,Software Engineer
0ce597ce-3b9a-4884-a82a-79597dfcad17,6.09,Data Science,"Excel,SQL,JavaScript",15,1,Data Analyst
47027756-ae33-4122-b36e-fa81ac4b5963,7.79,Web Development,"Node.js,Angular,Git",6,3,Web Developer
f75967d6-1272-44b9-b5d2-0c6c01b70e2d,6.84,Artificial Intelligence,"C++,Python,SQL,Java,React,NumPy,NoSQL",16,1,Software Engineer
cdfc683f-0496-4956-92dc-f3f06b1b80a7,8.98,Artificial Intelligence,"PyTorch,Python,Pandas,NumPy",20,4,AI/ML Engineer
2d1e4fbd-a45e-4055-b87b-856ca72b56bc,7.72,Machine Learning,"Python,Data Structures,Java,Git,PowerBI,SQL",7,1,Software Engineer
d2c50f9f-6326-4270-a2a4-2d52dac5f139,6.83,Data Science,"SQL,Python,Excel,Git,NumPy",19,2,Data Analyst
05973884-129a-4bf6-8caa-7e398252dbbb,5.53,Data Science,"Tableau,Python,SQL,Pandas,Azure,Scikit-learn,NumPy",13,5,Data Analyst
80b20948-621d-4170-a90e-3dba2de95d6b,6.41,Cloud Computing,"Data Structures,Java,SQL,Python,Tableau",15,2,Software Engineer
3acbfa8d-c725-45e5-949b-8a8623fdcedf,10.0,Cloud Computing,"Java,SQL,C++,Git,Azure,JavaScript,React",11,5,Software Engineer
e573c22f-5111-4fef-b737-8d4ae6567d45,8.03,Machine Learning,"Python,TensorFlow,PyTorch,Scikit-learn,Git,JavaScript,NoSQL",10,1,AI/ML Engineer
54be38f6-a24b-4537-8fbf-bc5fc6918cc6,8.21,Artificial Intelligence,"Scikit-learn,TensorFlow,Mathematics,PyTorch,JavaScript,Docker,Azure",12,5,AI/ML Engineer
6bdaf537-e0cc-49d8-8c40-0fd6b42c3e4c,8.76,Machine Learning,"Excel,PowerBI,Java",7,4,Data Analyst
4fa97ab4-1357-40d8-bd95-053616724f75,5.37,Database Management,"Python,Tableau,Kubernetes",7,3,Data Scientist
19a721f8-3853-47f4-b459-eddb7b9d8951,6.3,Cloud Computing,"C++,Data Structures,Git,Scikit-learn,JavaScript",9,4,Software Engineer
8c6ac3b9-e62b-4bd0-89bf-05c0b981a709,10.0,Machine Learning,"Python,Scikit-learn,Pandas",13,2,AI/ML Engineer
382eeeae-fde2-44d3-aeb1-bb436e439cbd,6.59,Cloud Computing,"SQL,Java,Git,Python,JavaScript,Azure,Tableau",6,1,Software Engineer
15c70251-b159-4ea6-91d1-9c52c1f5e2c3,5.55,Machine Learning,"Scikit-learn,Tableau,SQL,Python,Pandas,C++,Angular",18,4,Data Scientist
ca4caace-a436-42a6-a924-bb9056ed12e9,4.83,Cloud Computing,"AWS,Linux,Docker,Python,NoSQL,Git",10,1,Cloud Engineer
78e9b053-b632-4dd1-bafa-0f0f8e7be2b3,6.79,Data Science,"PowerBI,Python,NoSQL",9,4,Data Analyst
6f1a70e2-3b44-4137-9071-4edfc5436946,6.23,Web Development,"Angular,Git,AWS",15,3,Web Developer
2ea30a3b-8e10-4e31-b0eb-e8690140ff6d,9.5,game Development,"SQL,C++,React,Azure",9,1,Software Engineer
5c7f1de3-6a92-4a25-a31f-b4dd51a16909,8.42,Database Management,"SQL,Python,NumPy,Scikit-learn,AWS,C++",8,4,Data Scientist
9e498580-a8d7-404f-8f25-0e48c7e226f1,8.73,DevOps,"C++,SQL,Python,Java,Docker,Pandas,TensorFlow",18,3,Software Engineer
426d10b9-3104-4730-92e0-735c22298c72,9.13,DevOps,"Docker,Azure,AWS,Kubernetes,PyTorch,Pandas",7,5,Cloud Engineer
f101a54f-36f1-4572-9a19-209db3fe4807,8.57,Artificial Intelligence,"SQL,Data Structures,Java,Azure,Angular",17,2,Software Engineer
d1c13666-38fa-4f64-8032-8af0137b1bdd,5.79,DevOps,"Kubernetes,Linux,Azure,AWS,Java,TensorFlow",17,5,Cloud Engineer
c430202d-a42d-4204-b27f-53130eb30964,7.31,Cloud Computing,"Azure,Docker,Kubernetes,Python,Pandas",17,4,Cloud Engineer
1a54484d-66cb-465a-9079-713ab07b9a52,6.73,Web Development,"HTML/CSS,JavaScript,Scikit-learn",20,4,Web Developer
dbd384a9-c078-40e5-bd56-66a281b83090,6.12,Artificial Intelligence,"Mathematics,TensorFlow,Python,SQL,Angular",17,1,AI/ML Engineer
266fadbe-e119-4547-86ed-0abcbfa01d63,7.64,Web Development,"Node.js,Angular,Git,HTML/CSS,Kubernetes,Python",16,2,Web Developer
5032947e-8c32-4d8d-8f39-b03a36fd5b40,6.93,Machine Learning,"Pandas,NumPy,Scikit-learn,Python,PowerBI,JavaScript",20,4,Data Scientist
8b579236-0ca1-4051-9c1c-5337933483bc,5.79,Machine Learning,"PyTorch,TensorFlow,Scikit-learn,Mathematics,JavaScript,PowerBI,SQL",13,1,AI/ML Engineer
67455d94-637a-4ba8-83d2-a6432984a38f,5.6,Machine Learning,"Python,C++,TensorFlow,PowerBI",6,5,Software Engineer
14cb25b6-2a9c-4d10-961d-dd2abe56816a,8.15,Database Management,"NumPy,Scikit-learn,Tableau,TensorFlow,AWS,NoSQL",16,4,Data Scientist
0fda0154-b683-427d-a5a7-41066e127dbc,8.47,Web Development,"HTML/CSS,JavaScript,Scikit-learn,Angular",19,2,Web Developer
72a6d86c-4a37-449a-8cab-fa7383a0db26,7.78,DevOps,"Linux,Docker,TensorFlow,Git",16,4,Cloud Engineer
4e4eeee3-78b4-4cdd-aa85-5e6e3d1d7f4b,6.75,Data Science,"TensorFlow,Tableau,Python,Scikit-learn,Docker,C++,NoSQL",12,4,Data Scientist
d6eec0c8-5e9f-451f-b283-c0cb445b48b1,7.23,DevOps,"Python,Linux,Scikit-learn,PyTorch",19,3,Cloud Engineer
3881cd65-fedf-4869-b0e7-c71a1b80c864,8.9,Artificial Intelligence,"PyTorch,TensorFlow,Python,Scikit-learn,Pandas,Kubernetes,SQL",14,2,AI/ML Engineer
34e29839-383b-4d0a-b2e8-18d6ab3baef5,5.96,Web Development,"JavaScript,HTML/CSS,Kubernetes",10,2,Web Developer
9d0213d1-c9c6-43c1-89c8-f8856d656d78,7.54,Artificial Intelligence,"Data Structures,Git,Java,SQL,TensorFlow,Pandas",5,4,Software Engineer
8aa5e788-aa7c-4d6a-b5ad-e626efe1e4be,7.62,Machine Learning,"Pandas,Scikit-learn,SQL,NumPy,Kubernetes,PyTorch",10,4,Data Scientist
d78f091e-f81e-454d-a414-a4f6a3fb203a,7.83,Database Management,"Tableau,Excel,Pandas",17,2,Data Analyst
dc87c4d2-a505-4dc5-936f-ce7cfd224cde,7.64,Web Development,"Python,Data Structures,Docker",5,1,Software Engineer
b9593927-1822-469a-a3b9-53d2b5afb91a,8.69,Machine Learning,"Scikit-learn,Mathematics,PyTorch,TensorFlow,Docker,PowerBI,Pandas",9,1,AI/ML Engineer
945eea52-41a7-49a2-bdda-e45b64c640a8,6.05,Cloud Computing,"Azure,Docker,AWS,Python,NoSQL,HTML/CSS",16,2,Cloud Engineer
873faec0-a385-4672-9efa-9e1629b06fc3,8.18,Web Development,"React,Angular,Git",15,1,Web Developer
14e77e4d-f8bc-4221-bd29-17209b8f5fd0,7.64,Cybersecurity,"Git,Python,Java,C++,JavaScript,Pandas",19,5,Software Engineer
0af6de09-84f5-4943-b1b4-38b0d4bc9720,6.6,Cybersecurity,"SQL,Data Structures,NumPy",7,3,Software Engineer
2766b595-e6d4-4cfe-8e06-7db597386d22,7.79,Cloud Computing,"Docker,Azure,Kubernetes,AWS,Scikit-learn,NumPy,Git",17,1,Cloud Engineer
1423a086-36e8-4a2a-84e1-df1c1dce2433,8.71,Database Management,"Git,Python,PowerBI,NumPy",10,3,Software Engineer
0e241fc6-e888-45f2-acbb-eb4e1e5757fe,9.29,Machine Learning,"Python,TensorFlow,PyTorch,SQL,PowerBI",11,5,AI/ML Engineer
8f2570d8-5d7c-4ca5-abfe-70e841105b67,8.15,Machine Learning,"Python,Scikit-learn,Mathematics,TensorFlow,SQL,Angular",20,3,AI/ML Engineer
7a442c8b-c4e6-4751-b89a-83dee349dee7,8.24,Cloud Computing,"Python,Docker,AWS,Kubernetes,JavaScript,Git",7,4,Cloud Engineer
1dd3af3a-9d13-4f31-98c9-ca251dce685e,8.09,game Development,"Python,SQL,Git,Azure,Pandas",15,3,Software Engineer
91a0ae0a-7cf5-4f66-acfa-f80b3bb50d9e,6.69,Machine Learning,"Tableau,NumPy,SQL,Pandas,React,Azure,Git",19,2,Data Scientist
34807d5c-415b-49ac-8b25-375f5c227acd,5.92,Artificial Intelligence,"TensorFlow,Python,NumPy",14,1,AI/ML Engineer
